Error parsing query: 
join tree:
beers -> locations

Q_locations =: q_locations
set Q_locations
 to
+------+------+----------+----------+--------------------+
| u4   | v    | y        | z        | w                  |
| 1240 | 1310 | 40.4233  | -104.709 | APPROXIMATE        |
| 1241 | 1311 | 48.1355  | 11.6009  | ROOFTOP            |
| 1242 | 1312 | 12.9689  | 77.5946  | GEOMETRIC_CENTER   |
| 1243 | 1313 | 39.1733  | -86.5369 | RANGE_INTERPOLATED |
| 1244 | 1314 | 41.8445  | -90.1887 | APPROXIMATE        |
| 1245 | 1315 | 41.2331  | -96.1811 | RANGE_INTERPOLATED |
| 1246 | 1316 | 41.2553  | -95.9306 | RANGE_INTERPOLATED |
| 1247 | 1317 | 51.3201  | -2.208   | APPROXIMATE        |
| 1248 | 1318 | 40.7322  | -111.9   | RANGE_INTERPOLATED |
| 1249 | 1320 | 37.9551  | -121.322 | ROOFTOP            |
| 1250 | 1321 | 40.0439  | -75.3881 | APPROXIMATE        |
| 1251 | 1322 | 50.9205  | 3.2541   | APPROXIMATE        |
| 1252 | 1323 | 48.4344  | -123.367 | RANGE_INTERPOLATED |
| 1253 | 1324 | 44.4773  | -73.2144 | ROOFTOP            |
| 1255 | 1326 | 40.0061  | -75.6942 | RANGE_INTERPOLATED |
| 1256 | 1327 | 45.2585  | -91.8181 | ROOFTOP            |
| 1257 | 1328 | 39.1126  | -77.5537 | ROOFTOP            |
| 1258 | 1329 | 57.4985  | 18.459   | APPROXIMATE        |
| 1259 | 1330 | 41.6372  | -80.1549 | RANGE_INTERPOLATED |
| 1260 | 1332 | 42.5586  | -71.8715 | RANGE_INTERPOLATED |
| 1261 | 1333 | 42.5739  | -76.8582 | RANGE_INTERPOLATED |
| 1262 | 1334 | 40.4616  | -79.9653 | RANGE_INTERPOLATED |
| 1263 | 1335 | 45.6922  | -121.885 | RANGE_INTERPOLATED |
| 1264 | 1336 | 42.6488  | -85.2875 | RANGE_INTERPOLATED |
| 1265 | 1337 | 51.4416  | 8.3519   | ROOFTOP            |
| 1266 | 1338 | 42.3718  | -71.2367 | ROOFTOP            |
| 1267 | 1339 | 43.0448  | -87.9114 | ROOFTOP            |
| 1268 | 1340 | 43.0525  | -88.3663 | ROOFTOP            |
| 1269 | 1341 | 44.8652  | -93.4095 | APPROXIMATE        |
| 1270 | 1342 | 51.5002  | -0.1262  | APPROXIMATE        |
| 1271 | 1343 | 39.232   | -84.3783 | APPROXIMATE        |
| 1272 | 1344 | 47.2311  | 8.6691   | ROOFTOP            |
| 1273 | 1345 | 35.8859  | -75.6697 | GEOMETRIC_CENTER   |
| 1274 | 1346 | 41.8506  | -87.7937 | APPROXIMATE        |
| 1275 | 1347 | 47.794   | 11.8311  | ROOFTOP            |
| 1277 | 1351 | 41.4995  | -81.6954 | APPROXIMATE        |
| 1278 | 1352 | 40.6732  | -75.2249 | ROOFTOP            |
| 1279 | 1353 | 51.5375  | -0.9046  | APPROXIMATE        |
| 1280 | 1354 | 39.2866  | -76.6182 | ROOFTOP            |
| 1281 | 1355 | 53.1407  | -1.8084  | APPROXIMATE        |
| 1282 | 1356 | 52.1357  | -0.468   | APPROXIMATE        |
| 1283 | 1357 | 39.3722  | -76.4638 | RANGE_INTERPOLATED |
| 1284 | 1358 | 45.3498  | -123.073 | RANGE_INTERPOLATED |
| 1285 | 1359 | 47.3812  | -94.6669 | GEOMETRIC_CENTER   |
| 1286 | 1360 | 51.2047  | 0.6813   | GEOMETRIC_CENTER   |
| 1287 | 1361 | 45.5408  | -122.676 | ROOFTOP            |
| 1288 | 1362 | 44.0521  | -123.087 | APPROXIMATE        |
| 1289 | 1363 | 39.3628  | -77.4265 | ROOFTOP            |
| 1290 | 1364 | 42.2108  | -88.1652 | APPROXIMATE        |
| 1291 | 1365 | 42.1707  | -123.645 | ROOFTOP            |
| 1292 | 1366 | 45.2519  | -92.2713 | APPROXIMATE        |
| 1293 | 1367 | 56.1163  | -3.7954  | APPROXIMATE        |
| 1294 | 1368 | 41.6416  | -81.4066 | RANGE_INTERPOLATED |
| 1295 | 1369 | 34.2257  | -77.9447 | APPROXIMATE        |
| 1296 | 1370 | 43.0495  | -88.0076 | APPROXIMATE        |
| 1297 | 1371 | 44.6584  | -111.1   | RANGE_INTERPOLATED |
| 1298 | 1372 | 39.9619  | -105.51  | RANGE_INTERPOLATED |
| 1299 | 1373 | 52.6842  | 1.449    | APPROXIMATE        |
| 1300 | 1374 | 49.792   | 9.915    | ROOFTOP            |
| 1301 | 1375 | 51.7523  | -1.2558  | APPROXIMATE        |
| 1302 | 1377 | 51.034   | -114.083 | GEOMETRIC_CENTER   |
| 1303 | 1378 | 52.1496  | -2.5507  | APPROXIMATE        |
| 1304 | 1379 | 39.7535  | -104.998 | ROOFTOP            |
| 1305 | 1380 | 46.6021  | -120.506 | APPROXIMATE        |
| 1306 | 1381 | 49.2755  | -123.121 | RANGE_INTERPOLATED |
| 1307 | 1382 | 45.5235  | -122.676 | APPROXIMATE        |
| 1308 | 1383 | 39.9831  | -75.1274 | RANGE_INTERPOLATED |
| 1309 | 1391 | 36.151   | -86.7821 | ROOFTOP            |
| 1310 | 1387 | 32.821   | -96.7848 | ROOFTOP            |
| 1311 | 1390 | 45.7861  | -108.498 | ROOFTOP            |
| 1312 | 1389 | 53.9571  | -1.0905  | RANGE_INTERPOLATED |
| 1313 | 1385 | 51.4611  | -0.1966  | RANGE_INTERPOLATED |
| 1314 | 1388 | 40.7     | -76.1747 | ROOFTOP            |
| 1315 | 1386 | 29.9386  | -90.076  | RANGE_INTERPOLATED |
+------+------+----------+----------+--------------------+
Q_beers =: (q_beers ⋉ Q_locations)
q_beers ⋉ Q_locations =
+-----+-----+-------------------+------+-----+----+--------------+----+
| u1  | v   | x                 | abv  | ibu | u2 | style        | u3 |
+-----+-----+-------------------+------+-----+----+--------------+----+
| 406 | 191 | Snake River Lager | 0.05 | 18  | 12 | Vienna Lager | NA |
+-----+-----+-------------------+------+-----+----+--------------+----+
set Q_beers
+------+-----+------------------------------------------------------+--------------------+-----+------+-------------------------------------+--------------------------------+
| u1   | v   | x                                                    | abv                | ibu | u2   | style                               | u3                             |
+------+-----+------------------------------------------------------+--------------------+-----+------+-------------------------------------+--------------------------------+
| 1    | 166 | Dale's Pale Ale                                      | 0.065              | 65  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 4    | 166 | Gordon Ale (2009)                                    | 0.087              | 85  | 12   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 5    | 166 | Old Chub                                             | 0.08               | 35  | 12   | Scottish Ale                        | NA                             |
| 6    | 166 | GUBNA Imperial IPA                                   | 0.099              | 100 | 12   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 7    | 166 | Mama's Little Yella Pils                             | 0.053              | 35  | 12   | Czech Pilsener                      | NA                             |
| 8    | 166 | Ten Fidy Imperial Stout                              | 0.099              | 98  | 12   | Russian Imperial Stout              | NA                             |
| 9    | 368 | Hell or High Watermelon Wheat                        | 0.049              | 17  | 12   | Fruit / Vegetable Beer              | NA                             |
| 10   | 368 | Brew Free! or Die IPA                                | 0.07               | 65  | 12   | American IPA                        | American IPA                   |
| 11   | 368 | Monk's Blood                                         | 0.083              | 35  | 12   | Belgian Dark Ale                    | NA                             |
| 12   | 61  | Furious                                              | 0.062              | 99  | 16   | American IPA                        | American IPA                   |
| 13   | 61  | CynicAle                                             | 0.067              | 33  | 16   | Saison / Farmhouse Ale              | NA                             |
| 14   | 61  | Hell                                                 | 0.051              | 20  | 16   | Keller Bier / Zwickel Bier          | NA                             |
| 15   | 61  | Abrasive Ale                                         | 0.0969999999999999 | 120 | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 16   | 61  | Bender                                               | 0.051              | 45  | 16   | American Brown Ale                  | NA                             |
| 17   | 61  | Coffee Bender                                        | 0.051              | 45  | 16   | American Brown Ale                  | NA                             |
| 18   | 61  | SurlyFest                                            | 0.055              | 34  | 16   | Rye Beer                            | NA                             |
| 19   | 61  | Bitter Brewer                                        | 0.04               | 37  | 16   | English Bitter                      | NA                             |
| 20   | 371 | Phoenix Pale Ale                                     | 0.051              | 40  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 21   | 371 | Pikeland Pils                                        | 0.049              | 44  | 12   | German Pilsener                     | NA                             |
| 22   | 371 | Royal Weisse Ale                                     | 0.0559999999999999 | 11  | 12   | Hefeweizen                          | NA                             |
| 23   | 371 | Dunkel Lager                                         | 0.053              | 21  | 12   | Munich Dunkel Lager                 | NA                             |
| 24   | 371 | 113 IPA                                              | 0.07               | 113 | 12   | American IPA                        | American IPA                   |
| 25   | 522 | Siamese twin                                         | 0.085              | NA  | 16   | Dubbel                              | NA                             |
| 26   | 530 | Black Noddy Lager (Current)                          | 0.052              | 40  | 16   | Schwarzbier                         | NA                             |
| 27   | 530 | Original Orange Blossom Ale (Current)                | 0.0579999999999999 | 35  | 16   | Herbed / Spiced Beer                | NA                             |
| 28   | 530 | Tule Duck Red Ale (Current)                          | 0.062              | 42  | 16   | American Amber / Red Ale            | American Amber / Red Ale       |
| 29   | 530 | Very Noddy Lager (Current)                           | 0.099              | NA  | 16   | Schwarzbier                         | NA                             |
| 30   | 557 | Urban Wilderness Pale Ale                            | 0.049              | NA  | 12   | English Pale Ale                    | NA                             |
| 31   | 375 | Big Swell IPA                                        | 0.062              | 65  | 12   | American IPA                        | American IPA                   |
| 32   | 375 | CoCoNut Porter                                       | 0.057              | 30  | 12   | American Porter                     | NA                             |
| 33   | 375 | Bikini Blonde Lager                                  | 0.045              | 18  | 12   | Munich Helles Lager                 | NA                             |
| 34   | 336 | Moose Drool Brown Ale (2009)                         | 0.051              | 26  | 12   | American Brown Ale                  | NA                             |
| 35   | 336 | Montana Trout Slayer Ale (2009)                      | 0.05               | 35  | 12   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 36   | 155 | Caldera IPA                                          | 0.061              | 94  | 12   | American IPA                        | American IPA                   |
| 37   | 155 | Ashland Amber Ale                                    | 0.054              | 24  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 38   | 155 | Caldera Pale Ale (2011)                              | 0.0559999999999999 | 55  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 39   | 410 | Sea Hag IPA (Current)                                | 0.062              | NA  | 12   | American IPA                        | American IPA                   |
| 40   | 410 | Atlantic Amber Ale (2007)                            | 0.05               | NA  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 41   | 410 | Elm City Lager (2007)                                | 0.05               | NA  | 12   | American Pilsner                    | NA                             |
| 42   | 410 | Gandhi-Bot Double IPA (16 oz.) (2010)                | 0.088              | 85  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 43   | 410 | 668 Neighbor of the Beast (16 oz.) (2010)            | 0.09               | NA  | 16   | Belgian Pale Ale                    | NA                             |
| 44   | 118 | Bombshell Blonde                                     | 0.05               | 20  | 12   | American Blonde Ale                 | American Blonde Ale            |
| 45   | 118 | Pine Belt Pale Ale                                   | 0.065              | 45  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 46   | 118 | Buried Hatchet Stout                                 | 0.083              | 50  | 12   | Foreign / Export Stout              | NA                             |
| 47   | 481 | Ballz Deep Double IPA                                | 0.084              | 82  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 48   | 481 | British Pale Ale                                     | 0.054              | 30  | 16   | English Pale Ale                    | NA                             |
| 49   | 556 | Porkslap Pale Ale                                    | 0.043              | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 50   | 556 | Moo Thunder Stout                                    | 0.049              | NA  | 12   | Milk / Sweet Stout                  | NA                             |
| 51   | 556 | Snapperhead IPA                                      | 0.068              | NA  | 12   | American IPA                        | American IPA                   |
| 52   | 556 | Heinnieweisse Weissebier                             | 0.049              | NA  | 12   | Hefeweizen                          | NA                             |
| 53   | 428 | Schlafly Summer Lager                                | 0.045              | 17  | 12   | Munich Helles Lager                 | NA                             |
| 54   | 25  | Osiris Pale Ale (2010)                               | 0.0559999999999999 | 50  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 55   | 25  | Sunlight Cream Ale                                   | 0.053              | 20  | 16   | Cream Ale                           | NA                             |
| 56   | 145 | Whale's Tale Pale Ale                                | 0.0559999999999999 | NA  | 12   | English Pale Ale                    | NA                             |
| 57   | 84  | Red Jacket Amber Ale                                 |                    | NA  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 58   | 84  | Pick Axe Blonde Ale                                  |                    | NA  | 12   | American Blonde Ale                 | American Blonde Ale            |
| 59   | 84  | Lift Bridge Brown Ale                                |                    | NA  | 12   | American Brown Ale                  | NA                             |
| 60   | 84  | Widow Maker Black Ale                                |                    | NA  | 12   | American Brown Ale                  | NA                             |
| 61   | 192 | Supper Club Lager                                    |                    | NA  | 12   | American Pale Lager                 | NA                             |
| 62   | 192 | U.S. Pale Ale                                        | 0.05               | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 63   | 192 | Wisconsin Amber (2013)                               | 0.052              | NA  | 12   | Vienna Lager                        | NA                             |
| 64   | 548 | Liquid Amber Ale                                     |                    | NA  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 65   | 437 | Brooklyn Lager (12 oz.)                              | 0.052              | NA  | 12   | American Amber / Red Lager          | NA                             |
| 66   | 437 | Brooklyn Lager (16 oz.)                              | 0.052              | NA  | 16   | American Amber / Red Lager          | NA                             |
| 67   | 264 | Modus Hoperandi                                      | 0.068              | 65  | 12   | American IPA                        | American IPA                   |
| 68   | 264 | ESB Special Ale                                      | 0.057              | 58  | 12   | Extra Special / Strong Bitter (ESB) | NA                             |
| 69   | 264 | Euphoria Pale Ale                                    | 0.061              | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 70   | 264 | True Blonde Ale                                      | 0.053              | NA  | 12   | American Blonde Ale                 | American Blonde Ale            |
| 71   | 82  | Fat Tire Amber Ale (2008)                            | 0.052              | 18  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 72   | 82  | Sunshine Wheat Beer (2009)                           | 0.048              | NA  | 12   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 73   | 534 | Real McCoy Amber Ale (Current)                       | 0.045              | NA  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 74   | 534 | Golden Trout Pilsner                                 | 0.042              | NA  | 12   | German Pilsener                     | NA                             |
| 75   | 534 | Epic IPA                                             | 0.065              | NA  | 12   | American IPA                        | American IPA                   |
| 76   | 171 | Poleeko Gold Pale Ale (2009)                         | 0.055              | 28  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 77   | 171 | Summer Solstice (2011)                               | 0.0559999999999999 | 4   | 12   | Cream Ale                           | NA                             |
| 78   | 171 | Boont Amber Ale (2011)                               | 0.0579999999999999 | 15  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 79   | 51  | Upslope India Pale Ale                               | 0.072              | NA  | 12   | American IPA                        | American IPA                   |
| 80   | 51  | Upslope Pale Ale                                     | 0.0579999999999999 | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 81   | 417 | Hazed & Infused (2010)                               | 0.049              | 35  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 82   | 544 | Haywire Hefeweizen (2010)                            | 0.052              | 18  | 16   | Hefeweizen                          | NA                             |
| 83   | 391 | Avalanche Ale                                        | 0.054              | 19  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 84   | 424 | Rail Yard Ale (2009)                                 | 0.052              | NA  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 85   | 510 | Cold Smoke Scotch Ale                                | 0.065              | 11  | 16   | Scotch Ale / Wee Heavy              | NA                             |
| 86   | 510 | Double Haul IPA                                      | 0.065              | 65  | 16   | American IPA                        | American IPA                   |
| 87   | 510 | Eddy Out Pale Ale                                    | 0.055              | 50  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 88   | 364 | Viennese Lager                                       | 0.05               | NA  | 12   | Vienna Lager                        | NA                             |
| 89   | 364 | Czech Pilsner                                        | 0.05               | NA  | 12   | Czech Pilsener                      | NA                             |
| 90   | 119 | Third Eye Pale Ale                                   | 0.065              | 65  | 12   | American IPA                        | American IPA                   |
| 91   | 119 | Steam Engine Lager                                   | 0.057              | 25  | 12   | American Amber / Red Lager          | NA                             |
| 92   | 119 | Colorado KÃ¶lsch                                     | 0.049              | 17  | 12   | KÃ¶lsch                             | NA                             |
| 94   | 262 | Resurrection                                         | 0.07               | NA  | 12   | Dubbel                              | NA                             |
| 96   | 500 | Annie's Amber Ale                                    | 0.055              | NA  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 97   | 229 | Lazy Daze Lager                                      | 0.055              | NA  | 12   | American Adjunct Lager              | NA                             |
| 98   | 555 | Pilsner Ukiah                                        | 0.055              | NA  | 12   | German Pilsener                     | NA                             |
| 101  | 45  | Tallgrass IPA                                        | 0.063              | 60  | 16   | American IPA                        | American IPA                   |
| 102  | 45  | Buffalo Sweat (2010)                                 | 0.05               | 20  | 16   | Milk / Sweet Stout                  | NA                             |
